"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ration","pollution_ratio","test_variable"
94,2013,3,4,21,40,85,40,76,800,39,8.4,1016.9,-10,0,"SSW",2.1,"Aotizhongxin",0.470588235294118,0.470588235294118,NA
95,2013,3,4,22,51,91,46,85,1000,31,8.6,1016.3,-9.9,0,"SSW",2.4,"Aotizhongxin",0.56043956043956,0.56043956043956,NA
96,2013,3,4,23,58,94,46,86,1100,84,7.7,1015.7,-9.3,0,"SW",2.1,"Aotizhongxin",0.617021276595745,0.617021276595745,NA
97,2013,3,5,0,71,108,66,78,1100,84,4.7,1015.2,-9.1,0,"SW",1.6,"Aotizhongxin",0.657407407407407,0.657407407407407,NA
98,2013,3,5,1,91,127,75,75,1200,84,1.1,1014.7,-7.9,0,"SW",0,"Aotizhongxin",0.716535433070866,0.716535433070866,NA
99,2013,3,5,2,100,129,58,79,1200,84,-0.6,1014.4,-8.1,0,"S",0,"Aotizhongxin",0.775193798449612,0.775193798449612,NA
100,2013,3,5,3,103,130,66,83,1399,84,0.2,1014,-8.8,0,"NE",1.2,"Aotizhongxin",0.792307692307692,0.792307692307692,NA
101,2013,3,5,4,115,151,76,92,2299,84,1.8,1013.7,-9.5,0,"NE",1.5,"Aotizhongxin",0.76158940397351,0.76158940397351,NA
102,2013,3,5,5,117,153,91,91,2399,84,0.6,1013.9,-9.4,0,"N",0.8,"Aotizhongxin",0.764705882352941,0.764705882352941,NA
103,2013,3,5,6,104,145,94,89,2200,84,-0.2,1013.4,-8.6,0,"NE",1.3,"Aotizhongxin",0.717241379310345,0.717241379310345,NA
104,2013,3,5,7,106,146,82,87,2299,84,2.9,1013.4,-9.1,0,"NNE",1.3,"Aotizhongxin",0.726027397260274,0.726027397260274,NA
105,2013,3,5,8,111,147,101,87,2399,84,5.1,1013.4,-9.1,0,"NNE",1.2,"Aotizhongxin",0.755102040816326,0.755102040816326,NA
106,2013,3,5,9,114,159,114,92,2899,84,7.7,1012.8,-8.4,0,"NNE",1.5,"Aotizhongxin",0.716981132075472,0.716981132075472,NA
107,2013,3,5,10,131,177,107,104,2700,84,9.4,1012,-8.2,0,"NE",1.5,"Aotizhongxin",0.740112994350282,0.740112994350282,NA
108,2013,3,5,11,138,184,109,115,2299,84,10.6,1011.1,-8.1,0,"NNE",1.4,"Aotizhongxin",0.75,0.75,NA
109,2013,3,5,12,142,184,104,136,2299,15,11.9,1009.7,-7.5,0,"NNW",1.3,"Aotizhongxin",0.771739130434783,0.771739130434783,NA
110,2013,3,5,13,163,193,94,147,2200,84,12.6,1008.5,-8,0,"N",1,"Aotizhongxin",0.844559585492228,0.844559585492228,NA
111,2013,3,5,14,168,182,85,158,2100,84,13.5,1007.7,-7.8,0,"NNE",1.4,"Aotizhongxin",0.923076923076923,0.923076923076923,NA
112,2013,3,5,15,165,171,85,172,2200,78,13.8,1007.2,-7.6,0,"NE",1.2,"Aotizhongxin",0.964912280701754,0.964912280701754,NA
113,2013,3,5,16,166,186,97,194,2700,78,13.2,1007.1,-7,0,"NE",2,"Aotizhongxin",0.89247311827957,0.89247311827957,NA
114,2013,3,5,17,190,218,101,204,2799,75,12.1,1007.7,-6.4,0,"NNE",1.6,"Aotizhongxin",0.871559633027523,0.871559633027523,NA
115,2013,3,5,18,203,248,107,197,2500,53,9,1008.2,-5.7,0,"NE",1.4,"Aotizhongxin",0.818548387096774,0.818548387096774,NA
116,2013,3,5,19,210,255,103,188,2200,40,5.3,1008.5,-4.8,0,"ESE",0,"Aotizhongxin",0.823529411764706,0.823529411764706,NA
117,2013,3,5,20,205,244,106,189,2500,39,3.3,1008.7,-4.7,0,"N",0.2,"Aotizhongxin",0.840163934426229,0.840163934426229,NA
118,2013,3,5,21,215,252,93,178,3100,31,2.9,1009,-4.6,0,"NNE",1.2,"Aotizhongxin",0.853174603174603,0.853174603174603,NA
119,2013,3,5,22,219,253,92,169,3200,29,5.2,1008.9,-6.1,0,"NE",1.1,"Aotizhongxin",0.865612648221344,0.865612648221344,NA
120,2013,3,5,23,226,269,147,184,4400,29,4.9,1008.4,-6.1,0,"NE",1.4,"Aotizhongxin",0.840148698884758,0.840148698884758,NA
121,2013,3,6,0,284,315,133,174,4000,28,4.9,1008.5,-6.4,0,"NE",1.2,"Aotizhongxin",0.901587301587302,0.901587301587302,NA
122,2013,3,6,1,272,300,131,166,4000,22,4.8,1008.3,-5.9,0,"NE",1.5,"Aotizhongxin",0.906666666666667,0.906666666666667,NA
123,2013,3,6,2,242,265,109,146,3200,22,4.1,1007.8,-5.9,0,"NE",1.9,"Aotizhongxin",0.913207547169811,0.913207547169811,NA
124,2013,3,6,3,212,229,90,141,2600,22,4,1007.6,-6.3,0,"NE",1.9,"Aotizhongxin",0.925764192139738,0.925764192139738,NA
125,2013,3,6,4,192,203,83.6808,140.4252,NA,22,3.9,1007.3,-6.1,0,"NE",1.4,"Aotizhongxin",0.945812807881773,0.945812807881773,NA
126,2013,3,6,5,188,194,92,143,2500,22,4.1,1007.8,-5.7,0,"NE",1.6,"Aotizhongxin",0.969072164948454,0.969072164948454,NA
127,2013,3,6,6,186,194,94,131,2600,22,4.5,1008.4,-5.3,0,"NE",2,"Aotizhongxin",0.958762886597938,0.958762886597938,NA
128,2013,3,6,7,188,196,92,129,2700,22,5.7,1009.3,-5,0,"NE",1.7,"Aotizhongxin",0.959183673469388,0.959183673469388,NA
129,2013,3,6,8,194,205,102,113,2500,22,6.6,1009.3,-4.8,0,"NE",1.7,"Aotizhongxin",0.946341463414634,0.946341463414634,NA
130,2013,3,6,9,184,198,98,102,2399,22,7.5,1009.1,-4.6,0,"NE",1.7,"Aotizhongxin",0.929292929292929,0.929292929292929,NA
131,2013,3,6,10,175,198,107,103,2600,22,8.7,1008.6,-4.5,0,"NE",1.5,"Aotizhongxin",0.883838383838384,0.883838383838384,NA
132,2013,3,6,11,179,212,119,105,2399,22,10.1,1007.7,-4.7,0,"NE",1.4,"Aotizhongxin",0.844339622641509,0.844339622641509,NA
133,2013,3,6,12,192,219,124,113,2299,22,11.1,1006.9,-4.2,0,"ENE",0.4,"Aotizhongxin",0.876712328767123,0.876712328767123,NA
134,2013,3,6,13,201,233,126,136,2700,22,12.6,1005.8,-3.7,0,"WSW",1.5,"Aotizhongxin",0.862660944206009,0.862660944206009,NA
135,2013,3,6,14,230,265,130,146,2799,14,14.5,1005.5,-3.3,0,"SSE",1.6,"Aotizhongxin",0.867924528301887,0.867924528301887,NA
136,2013,3,6,15,246,277,140,157,2899,10,14.7,1005.5,-3.2,0,"SSW",2.5,"Aotizhongxin",0.888086642599278,0.888086642599278,NA
137,2013,3,6,16,248,285,154,146,2799,17,14.2,1005.5,-3.2,0,"S",1.4,"Aotizhongxin",0.870175438596491,0.870175438596491,NA
138,2013,3,6,17,230,276,145,171,3200,17,11.6,1005.9,-3.4,0,"SSW",1.1,"Aotizhongxin",0.833333333333333,0.833333333333333,NA
139,2013,3,6,18,239,291,142,177,3500,17,6.8,1006.8,-2.9,0,"WSW",0.9,"Aotizhongxin",0.821305841924399,0.821305841924399,NA
140,2013,3,6,19,242,338,124,164,3700,17,5.1,1007.6,-2.5,0,"WSW",1.2,"Aotizhongxin",0.715976331360947,0.715976331360947,NA
141,2013,3,6,20,254,396,107,154,4200,17,4.4,1008.2,-2.5,0,"SSW",1.1,"Aotizhongxin",0.641414141414141,0.641414141414141,NA
142,2013,3,6,21,266,380,117,159,3799,17,3.8,1007.7,-2.2,0,"WSW",1.9,"Aotizhongxin",0.7,0.7,NA
143,2013,3,6,22,254,335,111,148,4099,17,2.4,1007.3,-2.5,0,"WSW",1.2,"Aotizhongxin",0.758208955223881,0.758208955223881,NA
144,2013,3,6,23,260,360,119,145,4000,17,2.3,1007.2,-2.4,0,"NNE",1.3,"Aotizhongxin",0.722222222222222,0.722222222222222,NA
145,2013,3,7,0,250,319,102,139,4000,17,1.5,1007.1,-2.6,0,"NNE",0.8,"Aotizhongxin",0.783699059561129,0.783699059561129,NA
146,2013,3,7,1,240,297,91,127,4000,17,0.7,1007.1,-2.7,0,"SE",1.2,"Aotizhongxin",0.808080808080808,0.808080808080808,NA
147,2013,3,7,2,238,294,83,133,4000,17,1.5,1006.9,-2.5,0,"NNE",0.6,"Aotizhongxin",0.80952380952381,0.80952380952381,NA
148,2013,3,7,3,243,293,86,121,4099,17,0.3,1006.5,-2.7,0,"WNW",1.7,"Aotizhongxin",0.829351535836177,0.829351535836177,NA
149,2013,3,7,4,246,304,57,113,5000,17,-0.9,1006.4,-3.3,0,"N",0.5,"Aotizhongxin",0.809210526315789,0.809210526315789,NA
150,2013,3,7,5,275,337,46,103,5599,17,1.6,1006.7,-1.5,0,"NNE",1.7,"Aotizhongxin",0.816023738872404,0.816023738872404,NA
151,2013,3,7,6,306,366,41,114,5700,17,0.3,1006.6,-2.7,0,"SW",0.4,"Aotizhongxin",0.836065573770492,0.836065573770492,NA
152,2013,3,7,7,320,374,46,124,4599,17,2.4,1006.8,-1.4,0,"NNE",1.5,"Aotizhongxin",0.855614973262032,0.855614973262032,NA
153,2013,3,7,8,292,344,78,106,3700,17,8.3,1006.5,-1,0,"NNE",0.8,"Aotizhongxin",0.848837209302326,0.848837209302326,NA
154,2013,3,7,9,251,282,182,116,3299,17,10.1,1006.1,-0.7,0,"W",0.6,"Aotizhongxin",0.890070921985816,0.890070921985816,NA
155,2013,3,7,10,228,255,166,135,3200,17,12.7,1005.5,-1.6,0,"ENE",1.2,"Aotizhongxin",0.894117647058824,0.894117647058824,NA
156,2013,3,7,11,217,255,169,171,4000,17,16.5,1003.6,-1.6,0,"WSW",1.7,"Aotizhongxin",0.850980392156863,0.850980392156863,NA
157,2013,3,7,12,255,311,154,201,4000,17,17.1,1001.6,-3.1,0,"SSW",3.7,"Aotizhongxin",0.819935691318328,0.819935691318328,NA
158,2013,3,7,13,258,283,111,226,3700,17,17.7,1000.2,-3.2,0,"SW",3.1,"Aotizhongxin",0.911660777385159,0.911660777385159,NA
159,2013,3,7,14,277,284,102,167,2899,39,18.3,998.6,-3.2,0,"SSW",3.6,"Aotizhongxin",0.975352112676056,0.975352112676056,NA
160,2013,3,7,15,282,326,79,130,2399,61,18.6,997.6,-1.8,0,"SSW",3.3,"Aotizhongxin",0.865030674846626,0.865030674846626,NA
161,2013,3,7,16,267,310,62,97,1899,80,17.9,997.2,-0.9,0,"SW",1.9,"Aotizhongxin",0.861290322580645,0.861290322580645,NA
162,2013,3,7,17,216,257,64,86,1600,84,15.4,997.1,-1.7,0,"NNW",1.4,"Aotizhongxin",0.840466926070039,0.840466926070039,NA
163,2013,3,7,18,201,255,76,125,1899,84,14.4,997.4,-2.5,0,"N",1.9,"Aotizhongxin",0.788235294117647,0.788235294117647,NA
164,2013,3,7,19,211,287,79,173,2399,10,13.4,997.9,-2.6,0,"NNE",1.5,"Aotizhongxin",0.735191637630662,0.735191637630662,NA
165,2013,3,7,20,227,298,99,207,3399,84,11.8,997.7,-2.1,0,"NE",1.5,"Aotizhongxin",0.761744966442953,0.761744966442953,NA
166,2013,3,7,21,282,377,114,213,4000,84,9.2,997.9,-1.3,0,"NNE",1.4,"Aotizhongxin",0.748010610079576,0.748010610079576,NA
167,2013,3,7,22,363,452,126,210,4000,84,7.5,998.3,-1.2,0,"NE",1.3,"Aotizhongxin",0.803097345132743,0.803097345132743,NA
168,2013,3,7,23,376,426,128,209,3799,84,6.6,998.4,-0.9,0,"E",0.1,"Aotizhongxin",0.882629107981221,0.882629107981221,NA
169,2013,3,8,0,344,389,107,195,3799,84,4.1,998.2,-1.3,0,"ESE",0,"Aotizhongxin",0.884318766066838,0.884318766066838,NA
170,2013,3,8,1,339,370,90,177,4099,84,3.3,998.5,-1.7,0,"N",0.9,"Aotizhongxin",0.916216216216216,0.916216216216216,NA
171,2013,3,8,2,339,400,9,162,3899,84,2.5,998.2,-1.9,0,"SW",0.8,"Aotizhongxin",0.8475,0.8475,NA
172,2013,3,8,3,324,373,71,154,NA,84,1.8,997.9,-1.8,0,"N",0,"Aotizhongxin",0.868632707774799,0.868632707774799,NA
173,2013,3,8,4,322,345,62,53,3299,84,1.3,998.5,-1.8,0,"W",1,"Aotizhongxin",0.933333333333333,0.933333333333333,NA
174,2013,3,8,5,315,346,47,144,3200,84,1.4,999,-1.5,0,"SW",0.8,"Aotizhongxin",0.910404624277457,0.910404624277457,NA
175,2013,3,8,6,310,327,45,146,3299,84,1.1,999.7,-1.8,0,"WSW",0.8,"Aotizhongxin",0.948012232415902,0.948012232415902,NA
176,2013,3,8,7,309,318,44,145,4099,84,5.7,1000.4,0.5,0,"NNE",1,"Aotizhongxin",0.971698113207547,0.971698113207547,NA
177,2013,3,8,8,310,337,88,137,4900,84,10.9,1000.8,1.4,0,"SE",0.7,"Aotizhongxin",0.919881305637982,0.919881305637982,NA
178,2013,3,8,9,326,371,144,149,5200,84,16.9,1001.1,-0.4,0,"E",1,"Aotizhongxin",0.878706199460916,0.878706199460916,NA
179,2013,3,8,10,326,844,125.9496,179.2269,NA,84,19.1,1000.9,-0.4,0,"SSW",1.9,"Aotizhongxin",0.386255924170616,0.386255924170616,NA
180,2013,3,8,11,219,362,83,160,3100,84,20.5,1000.5,-3.3,0,"SSW",4.4,"Aotizhongxin",0.604972375690608,0.604972375690608,NA
181,2013,3,8,12,104,194,37,101,1399,84,21.7,999.4,-2.3,0,"S",3,"Aotizhongxin",0.536082474226804,0.536082474226804,NA
182,2013,3,8,13,121,225,40,96,1300,84,22.5,998.2,-2.3,0,"S",3.3,"Aotizhongxin",0.537777777777778,0.537777777777778,NA
183,2013,3,8,14,184,348,49,104,1800,84,17.4,998.3,1.4,0,"ESE",4.5,"Aotizhongxin",0.528735632183908,0.528735632183908,NA
184,2013,3,8,15,330,508,102,139,3600,84,13.9,999.5,1.2,0,"ESE",2.7,"Aotizhongxin",0.649606299212598,0.649606299212598,NA
